H̱wājeh Ġār,"At Khvajeh, Hawjagar, H̱vājeh Gār, Khoja-i-Gar, Khojagar, Khvojagar, Khvājeh Ghār, Khwaja-e Ghar, Khwaja-i-Ghar, Khwajagar, Khwajaghar, Khwajeh Gar, Khwājeh Ghār, Āt Khvājeh",,Afghanistan,Taẖār,,,Kabul
Rostaq,"Rostaque, Rustaq",,Afghanistan,Taẖār,,,Kabul
Taš Gozar,"Tash Gozar, Tash Guzar, Tāsh Gozar",,Afghanistan,Balẖ,,,Kabul
Dašt-e Arča,"Dasht-e Archi, Dashte Archa",,Afghanistan,Kunduz,,,Kabul
Fayzābād,"Faizabad, Faydhabad, Fayzabad, Fayđābād, Feizabad, Feyẕābād",فيذ آباد,Afghanistan,Badaẖšan,,,Kabul
Emām Şāh̨eb,"Emam Saheb, Imam Sahib",,Afghanistan,Kunduz,,,Kabul
Hazart Imam,"Hazrat Imam, Qarāvol",,Afghanistan,Kunduz,,,Kabul
Čāh Āb,"Cha Ab, Chaab, Chah Ab, Chah-e Ab, Chāh Āb",,Afghanistan,Taẖār,,,Kabul
Qarqīn,Quarquine,,Afghanistan,Jawzjān,,,Kabul
Yangi Qal'eh,"Yangi Qala, Yangi Qaleh, Yangi Quala",,Afghanistan,Taẖār,,,Kabul
Dasht,,دشت,Iran,Khorāsān Shamālī,Jājarm,,Tehran
Kārīz,,كاريز,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Rabāţ,,رباط,Iran,Khorāsān Shamālī,Shīrvān,,Tehran
Esfīdān,,اسفيدان,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Gholāmān,,غلامان,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Būrbūr,,بوربور,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Gorgoz,,گرگز,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Jūshqān,,جوشقان,Iran,Khorāsān Shamālī,Esfarāyen,,Tehran
Khānloq,,خانلق,Iran,Khorāsān Shamālī,Shīrvān,,Tehran
Zeyārat,,زيارت,Iran,Khorāsān Shamālī,Shīrvān,,Tehran
Shāhābād,,شاه اباد,Iran,Khorāsān Shamālī,Maneh va Samalqān,,Tehran
Gollī,,گلي,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Rāz,,راز,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Dehgāh,,دهگاه,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Asadābād,,اسداباد,Iran,Khorāsān Janūbī,Nehbandān,,Tehran
Sheykhābād,,سه قلعه,Iran,Khorāsān Janūbī,Sarāyan,,Tehran
Nūghāb,,نوغاب,Iran,Khorāsān Janūbī,Darmiān,,Tehran
Beyhūd,,بيهود,Iran,Khorāsān Janūbī,Qā'enāt,,Tehran
Chermeh,,چرمه,Iran,Khorāsān Janūbī,Sarāyan,,Tehran
Chavarzaq,,چورزق,Iran,Zanjān,Zanjān,,Tehran
Gol Tappeh,,گل تپه,Iran,Zanjān,Zanjān,,Tehran
Rah̨matābād,,رحمت اباد,Iran,Zanjān,Khorramdarreh,,Tehran
Yangījeh,,ينگيجه,Iran,Zanjān,Zanjān,,Tehran
Qarah Būteh,,قره بو ته,Iran,Zanjān,Zanjān,,Tehran
'Eyshābād,,عيش اباد,Iran,Yazd,Yazd,,Tehran
Ah̨madābād,,احمداباد,Iran,Yazd,Bāfq,,Tehran
H̨oseynī,,حسيني,Iran,Yazd,Taft,,Tehran
Eslāmīyeh,,اسلاميه,Iran,Yazd,Taft,,Tehran
Chāhak,,چاهك,Iran,Yazd,Khātam,,Tehran
H̨amīdīyā,,حميديا,Iran,Yazd,Yazd,,Tehran
Najimābād,,نجم اباد,Iran,Teheran,Nazarābād,,Tehran
Mah̨mūdābād-e Khalajābād,,محمودابادخلج اباد,Iran,Teheran,Shahriyār,,Tehran
Qīāmdasht,,قيام دشت,Iran,Teheran,Rey,,Tehran
Karīmābād,,كريم اباد,Iran,Teheran,Pākdasht,,Tehran
Evrīn,,اورين,Iran,Teheran,Robātkarīm,,Tehran
Eslāmābād,,اسلام اباد,Iran,Teheran,Rey,,Tehran
Orīn,,ايرين,Iran,Teheran,Eslāmshahr,,Tehran
Palangābād,,پلنگاباد,Iran,Teheran,Karaj,,Tehran
Eshtehārd,,اشتهارد,Iran,Teheran,Karaj,,Tehran
Ābbārīk,,ابباريك,Iran,Teheran,Varāmīn,,Tehran
Chahār Dāngeh,,چهاردانگه,Iran,Teheran,Eslāmshahr,,Tehran
Vah̨īdīyeh,,وحيديه,Iran,Teheran,Shahriyār,,Tehran
Chehārbāgh,,چهارباغ,Iran,Teheran,Sāvojbolāgh,,Tehran
Bāghestān,,باغستان,Iran,Teheran,Shahriyār,,Tehran
Shahrak-e Resālat,,شهرك رسالت,Iran,Teheran,Tehrān,,Tehran
Adrān,,ادران,Iran,Teheran,Robātkarīm,,Tehran
Hasanābād,,حسن اباد,Iran,Teheran,Rey,,Tehran
Moh̨ammadshahr,"Mahallat, Mahlat",محمدشهر,Iran,Teheran,Karaj,,Tehran
Gaz Gar,,گزگر,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Zarābād,,زراباد,Iran,Sīstān-e Balūchestān,Konārak,,Tehran
Shahr-e Derāz,,شهردراز,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Pīrān,,پيران,Iran,Sīstān-e Balūchestān,Zābol,,Tehran
Deh Mīr,,دهمير,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Esmā'īlābād,,اسماعيل اباد,Iran,Sīstān-e Balūchestān,Khāsh,,Tehran
Dehak,,دهك,Iran,Sīstān-e Balūchestān,Sarāvān,,Tehran
Dezak,,دزك,Iran,Sīstān-e Balūchestān,Sarāvān,,Tehran
Mollā 'Alī,,ملاعلي,Iran,Sīstān-e Balūchestān,Zābol,,Tehran
Sūrū,,سورو,Iran,Sīstān-e Balūchestān,Konārak,,Tehran
Sheykhābād,,سه قلعه,Iran,Sīstān-e Balūchestān,Zābol,,Tehran
Dask,,دسك,Iran,Sīstān-e Balūchestān,Nīkshahr,,Tehran
Dastgerd,,دستگرد,Iran,Sīstān-e Balūchestān,Nīkshahr,,Tehran
Qal'eh Kohneh,,قلعه كهنه,Iran,Sīstān-e Balūchestān,Zahak,,Tehran
Zangīān,,زنگيان,Iran,Sīstān-e Balūchestān,Sarāvān,,Tehran
Dehān,,دهان,Iran,Sīstān-e Balūchestān,Nīkshahr,,Tehran
Dubār,,دب بار,Iran,Sīstān-e Balūchestān,Nīkshahr,,Tehran
Galūgāh,,گلوگاه,Iran,Sīstān-e Balūchestān,Zāhedān,,Tehran
Nagūr,,نگور,Iran,Sīstān-e Balūchestān,Chāhbahār,,Tehran
Deh Yādgār,,ده يادگار,Iran,Sīstān-e Balūchestān,Zahak,,Tehran
Khīr,,خير,Iran,Sīstān-e Balūchestān,Konārak,,Tehran
Seyyedābād,,سيداباد,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Moghān,,مغان,Iran,Semnān,Shahrūd,,Tehran
Meyqān,,ميقان,Iran,Semnān,Shahrūd,,Tehran
Qal'eh Āqā,,قلعه اقا,Iran,Semnān,Shahrūd,,Tehran
Jazan,,جزن,Iran,Semnān,Damghān,,Tehran
Jennatābād,,جنت اباد,Iran,Qom,Qom,,Tehran
Dastjerd,,دستجرد,Iran,Qom,Qom,,Tehran
Moh̨ammadīyeh,,محمديه,Iran,Qazvīn,Elburz,,Tehran
Eqbālīyeh,"Eghbalieh, Eslām Ābād, Eslāmābād",اقباليه,Iran,Qazvīn,Qazvīn,,Tehran
Sharīfābād,,شريف اباد,Iran,Qazvīn,Elburz,,Tehran
Esmā'īlābād,,اسماعيل اباد,Iran,Qazvīn,Qazvīn,,Tehran
Qeshlāq,,قشلاق,Iran,Qazvīn,Ābyek,,Tehran
Shahrak-e Modarres,,شهرك مدرس,Iran,Qazvīn,Boyinzahrā,,Tehran
Mo'allem Kalāyeh,,معلم كلايه,Iran,Qazvīn,Qazvīn,,Tehran
H̨oseynābād,,حسين اباد,Iran,Māzandarān,Nūr,,Tehran
Dowlatābād,,دولت اباد,Iran,Qazvīn,Tākestān,,Tehran
Fārsejīn,,فارسجين,Iran,Qazvīn,Tākestān,,Tehran
Alvand,,الوند,Iran,Qazvīn,Elburz,,Tehran
Kīāsar,,كياسر,Iran,Māzandarān,Sārī,,Tehran
Orost,,ارست,Iran,Māzandarān,Sārī,,Tehran
Shīrkolā,,شيركلا,Iran,Māzandarān,Nūr,,Tehran
Āsīāb Sar,,اسياب سر,Iran,Māzandarān,Behshahr,,Tehran
Mīān Gāleh,,ميان گاله,Iran,Māzandarān,Nekā,,Tehran
Moqrī Kolā,,مقريكلا,Iran,Māzandarān,Bābolsar,,Tehran
Marīj Mah̨alleh,,مريج محله,Iran,Māzandarān,Āmol,,Tehran
Sarāj Mah̨alleh,,سراج محله,Iran,Māzandarān,Galūgah,,Tehran
Moh̨ammadābād,,محمداباد,Iran,Māzandarān,Tonekābon,,Tehran
Varkādeh,,وركاده,Iran,Māzandarān,Āmol,,Tehran
Nūr-e Sar,,نورسر,Iran,Māzandarān,Chālūs,,Tehran
Oţāq Sarā,,اطاق سرا,Iran,Māzandarān,Bābol,,Tehran
Baladeh,,بلده,Iran,Māzandarān,Nūr,,Tehran
Ākhūnd Mah̨alleh,,اخوندمحله,Iran,Māzandarān,Tonekābon,,Tehran
Bāghdasht,,باغدشت,Iran,Māzandarān,Qāemshahr,,Tehran
'Alīābād,,علي اباد,Iran,Māzandarān,Bābolsar,,Tehran
Hasanābād,,حسن اباد,Iran,Māzandarān,Nūshahr,,Tehran
Hemmatābād,,همت اباد,Iran,Māzandarān,Sārī,,Tehran
Kheyrābād,,خيراباد,Iran,Markazī,Arāk,,Tehran
Khoshkrūd,,خشكرود,Iran,Markazī,Zarandiyeh,,Tehran
Dīzābād,,ديزاباد,Iran,Markazī,Arāk,,Tehran
Dowdohak,,دودهك,Iran,Markazī,Delijān,,Tehran
Dāvudābād,,داوداباد,Iran,Markazī,Arāk,,Tehran
Jalāyer,,جلاير,Iran,Markazī,Shāzand,,Tehran
Amīrābād,,اميراباد,Iran,Markazī,Tafresh,,Tehran
Rāzeqān,,رازقان,Iran,Markazī,Zarandiyeh,,Tehran
Varābād,,وراباد,Iran,Markazī,Khomeyn,,Tehran
Goldasht,,گلدشت,Iran,Markazī,Khomeyn,,Tehran
Khandāb,,خنداب,Iran,Markazī,Arāk,,Tehran
Zāvīyeh,,زاويه,Iran,Markazī,Zarandiyeh,,Tehran
Chashmeh Safīd,,چشمه سفيد,Iran,Lorestān,Kūhdasht,,Tehran
Kalleh,,كيله,Iran,Lorestān,Kūhdasht,,Tehran
Choqāb Dār,,چقابدار,Iran,Lorestān,Dorūd,,Tehran
Aznā,Azna,ازنا,Iran,Lorestān,Aznā,,Tehran
Deh Now,,ده نو,Iran,Lorestān,Dorūd,,Tehran
Akbarābād,,اكبراباد,Iran,Lorestān,Kūhdasht,,Tehran
Garāb,,گراب,Iran,Lorestān,Kūhdasht,,Tehran
Mīrzāābād,,ميرزااباد,Iran,Lorestān,Dalfān,,Tehran
Kaleh Jūb,,كله جوب,Iran,Lorestān,Khorramābād,,Tehran
Varehzard,,وره زرد,Iran,Lorestān,Poldokhtar,,Tehran
Asadābād,,اسداباد,Iran,Lorestān,Kūhdasht,,Tehran
Vanāī,,ونايي,Iran,Lorestān,Borujerd,,Tehran
Zarrīneh,,زرينه,Iran,Kordestān,Đivāndarreh,,Tehran
Kongereh,,كنگره,Iran,Kordestān,Qorveh,,Tehran
Geleyeh,,گليه,Iran,Kordestān,Marīvān,,Tehran
Tūbreh Rīz,,توبره ريز,Iran,Kordestān,Kāmyārān,,Tehran
Tīlakūh,,تيلكوه,Iran,Kordestān,Kāmyārān,,Tehran
Sharīfābād,,شريف اباد,Iran,Kordestān,Đivāndarreh,,Tehran
Kahrīzeh,,كهريزه,Iran,Kordestān,Saqqez,,Tehran
Şalavātābād,,صلوات اباد,Iran,Kordestān,Sanandaj,,Tehran
Darreh-ye Tafī,,دره تفي,Iran,Kordestān,Marīvān,,Tehran
Derkī,,دركي,Iran,Kordestān,Sarvābād,,Tehran
Sarbīsheh,,سربيشه,Iran,Kohgīluyeh-e Boyerahmad,Gachsārān,,Tehran
